<xml>
Grade 	CC Domain	Domain	Sub Domain	Minor Domain	Competancy	Notes
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Identify and write fractions.	Write a fraction with a denominator of 3.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Identify and write fractions.	Write a fraction with a denominator of 4.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Identify and write fractions.	Write a fraction with a denominator of 6.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Identify and write fractions.	Write a fraction with a denominator of 8.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Plot fractions on a number line.	Partition a number line into halves.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Plot fractions on a number line.	Partition a number line into thirds.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Plot fractions on a number line.	Partition a number line into fourths.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Plot fractions on a number line.	Partition a number line into sixths.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Plot fractions on a number line.	Partition a number line into eighths.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Plot fractions on a number line.	Plot a unit fraction on a number line.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Plot fractions on a number line.	Plot a fraction with a denominator of 2 on a number line.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Plot fractions on a number line.	Plot a fraction with a denominator of 3 on a number line.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Plot fractions on a number line.	Plot a fraction with a denominator of 4 on a number line.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Plot fractions on a number line.	Plot a fraction with a denominator of 6 on a number line.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Plot fractions on a number line.	Plot a fraction with a denominator of 8 on a number line.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Plot fractions on a number line.	Plot a fraction less than 1 on a number line.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Plot fractions on a number line.	Plot a fraction greater than 1 on a number line.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Model and write equivalent fractions.	Use models to find an equivalent fraction for a given fraction.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Model and write equivalent fractions.	Use a number line to find an equivalent fraction for a given fraction.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Model and write equivalent fractions.	Identify an equivalent fraction for a given fraction.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Model and write equivalent fractions.	Tell whether two fractions are equivalent.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Model and write equivalent fractions.	Write two fractions that are equivalent.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Model and write equivalent fractions.	Use models or a number line to show that two fractions are equivalent.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Model and write equivalent fractions.	Write a whole number as a fraction given the denominator.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Model and write equivalent fractions.	Write two or more equivalent fractions for a given whole number.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Model and write equivalent fractions.	Write the equivalent whole number for a given fraction.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Compare fractions.	Use models to compare two fractions that have the same denominator.	Models: fraction strips
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Compare fractions.	Use a number line to compare two fractions that have the same denominator.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Compare fractions.	Use the numerators to compare two fractions that have the same denominator.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Compare fractions.	Compare two fractions that have the same denominator..	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Compare fractions.	Compare two fractions with a denominator of 2.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Compare fractions.	Compare two fractions with a denominator of 3.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Compare fractions.	Compare two fractions with a denominator of 4.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Compare fractions.	Compare two fractions with a denominator of 6.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Compare fractions.	Compare two fractions with a denominator of 8.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Compare fractions.	Use models to compare two fractions that have the same numerator.	Models: fraction strips
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Compare fractions.	Use number lines to compare two fractions that have the same numerator.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Compare fractions.	Use the denominators to compare two fractions that have the same numerator.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Compare fractions.	Compare two fractions that have the same numerator.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Compare fractions.	Use number lines to compare two fractions.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Compare fractions.	Use the symbols &lt;, &gt;, or = to compare two fractions.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Compare fractions.	Identify a fraction that is greater than a given fraction.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Compare fractions.	Identify a fraction that is less than a given fraction.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Order fractions.	Order three fractions that have the same denominator.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Order fractions.	Order three fractions that have the same numerator.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Order fractions.	Order three fractions from least to greatest.	
3	NF	Numbers and Operations - Fractions	Develop an understanding of fractions as numbers.	Order fractions.	Order three fractions from greatest to least.	
3	MD	Measurement and Data	Tell and write time.	Tell time on analog and digital clocks to the nearest minute.	Write the time shown by an analog clock.	
3	MD	Measurement and Data	Tell and write time.	Tell time on analog and digital clocks to the nearest minute.	Draw a given time on an analog clock.	
3	MD	Measurement and Data	Tell and write time.	Tell time on analog and digital clocks to the nearest minute.	Write two or more ways to say the same time in words.	
3	MD	Measurement and Data	Tell and write time.	Tell time on analog and digital clocks to the nearest minute.	Write the time given a description of the time in words.	
3	MD	Measurement and Data	Measure elapsed time.	Measure elapsed time within the hour.	Use an analog clock to find how many minutes pass between a start and an end time.	
3	MD	Measurement and Data	Measure elapsed time.	Measure elapsed time within the hour.	Use a number line to find how many minutes pass between a start and an end time.	
3	MD	Measurement and Data	Measure elapsed time.	Measure elapsed time within the hour.	Find the elapsed time (in minutes) between two given times.	
3	MD	Measurement and Data	Measure elapsed time.	Measure elapsed time within the hour.	Find the end time given a start time and a time interval (in minutes).	
3	MD	Measurement and Data	Measure elapsed time.	Measure elapsed time within the hour.	Find the start time given an end time and a time interval (in minutes).	
3	MD	Measurement and Data	Measure elapsed time.	Measure elapsed time across an hour.	Use an analog clock to find how many minutes pass between a start and an end time.	
3	MD	Measurement and Data	Measure elapsed time.	Measure elapsed time across an hour.	Use a number line to find how many minutes pass between a start and an end time.	
3	MD	Measurement and Data	Measure elapsed time.	Measure elapsed time across an hour.	Find the elapsed time (in minutes) between two given times.	
3	MD	Measurement and Data	Measure elapsed time.	Measure elapsed time across an hour.	Find the end time given a start time and a time interval (in minutes).	
3	MD	Measurement and Data	Measure elapsed time.	Measure elapsed time across an hour.	Find the start time given an end time and a time interval (in minutes).	
3	MD	Measurement and Data	Represent and solve problems involving addition and subtraction.	Solve time interval word problems.	Use a number line to represent time intervals (in minutes).	
3	MD	Measurement and Data	Represent and solve problems involving addition and subtraction.	Solve time interval word problems.	Use a number line to add time intervals (in minutes).	
3	MD	Measurement and Data	Represent and solve problems involving addition and subtraction.	Solve time interval word problems.	Use a number line to subtract time intervals (in minutes).	
3	MD	Measurement and Data	Represent and solve problems involving addition and subtraction.	Solve time interval word problems.	Solve time interval word problems using addition.	
3	MD	Measurement and Data	Represent and solve problems involving addition and subtraction.	Solve time interval word problems.	Solve time interval word problems using subtraction.	
3	MD	Measurement and Data	Measure and estimate liquid volumes.	Measure liquid volumes in liters and milliliters.	Tell whether the liquid volume of an object should be measured in liters or milliliters.	
3	MD	Measurement and Data	Measure and estimate liquid volumes.	Measure liquid volumes in liters and milliliters.	Identify an object in which the liquid volume should be measured in milliliters.	
3	MD	Measurement and Data	Measure and estimate liquid volumes.	Measure liquid volumes in liters and milliliters.	Identify an object in which the liquid volume should be measured in liters.	
3	MD	Measurement and Data	Measure and estimate liquid volumes.	Measure liquid volumes in liters and milliliters.	Choose the better of two estimates for the liquid volume of an object.	
3	MD	Measurement and Data	Measure and estimate liquid volumes.	Measure liquid volumes in liters and milliliters.	Estimate a liquid volume in milliliters.	
3	MD	Measurement and Data	Measure and estimate liquid volumes.	Measure liquid volumes in liters and milliliters.	Estimate a liquid volume in liters.	
3	MD	Measurement and Data	Measure and estimate liquid volumes.	Measure liquid volumes in liters and milliliters.	Use a beaker to measure an actual liquid volume in milliliters.	
3	MD	Measurement and Data	Measure and estimate liquid volumes.	Measure liquid volumes in liters and milliliters.	Use a beaker to measure an actual liquid volume in liters.	
3	MD	Measurement and Data	Measure and estimate liquid volumes.	Measure liquid volumes in liters and milliliters.	Use a beaker to measure an actual liquid volume in liters and milliliters.	
3	MD	Measurement and Data	Measure and estimate liquid volumes.	Measure liquid volumes in liters and milliliters.	Measure liquid volume to the nearest 100 milliliters.	
3	MD	Measurement and Data	Measure and estimate liquid volumes.	Measure liquid volumes in liters and milliliters.	Measure liquid volume to the nearest liter.	
3	MD	Measurement and Data	Measure and estimate liquid volumes.	Measure liquid volumes in liters and milliliters.	Write a total liquid volume in liters and milliliters.	
3	MD	Measurement and Data	Measure and estimate masses.	Measure masses in grams and kilograms.	Tell whether the mass of an object should be measured in grams or kilograms.	
3	MD	Measurement and Data	Measure and estimate masses.	Measure masses in grams and kilograms.	Identify an object in which the mass should be measured in grams.	
3	MD	Measurement and Data	Measure and estimate masses.	Measure masses in grams and kilograms.	Identify an object in which the mass should be measured in kilograms.	
3	MD	Measurement and Data	Measure and estimate masses.	Measure masses in grams and kilograms.	Choose the better of two estimates for the mass of an object.	
3	MD	Measurement and Data	Measure and estimate masses.	Measure masses in grams and kilograms.	Estimate a mass in grams.	
3	MD	Measurement and Data	Measure and estimate masses.	Measure masses in grams and kilograms.	Estimate a mass in kilograms.	
3	MD	Measurement and Data	Measure and estimate masses.	Measure masses in grams and kilograms.	Use a balance and weights to measure an actual mass in grams.	
3	MD	Measurement and Data	Measure and estimate masses.	Measure masses in grams and kilograms.	Use a balance and weights to measure an actual mass in kilograms.	
3	MD	Measurement and Data	Measure and estimate masses.	Measure masses in grams and kilograms.	Use a balance and weights to measure an actual mass in kilograms and grams.	
3	MD	Measurement and Data	Measure and estimate masses.	Measure masses in grams and kilograms.	Measure mass to the nearest gram.	
3	MD	Measurement and Data	Measure and estimate masses.	Measure masses in grams and kilograms.	Measure mass to the nearest kilogram.	
3	MD	Measurement and Data	Measure and estimate masses.	Measure masses in grams and kilograms.	Write a total mass in kilograms and grams.	
3	MD	Measurement and Data	Solve one-step word problems involving liquid volume.	Solve problems given liquid volumes in the same units (liters or milliliters).	Use drawings to represent liquid volumes in the problem.	
3	MD	Measurement and Data	Solve one-step word problems involving liquid volume.	Solve problems given liquid volumes in the same units (liters or milliliters).	Use addition to solve.	
3	MD	Measurement and Data	Solve one-step word problems involving liquid volume.	Solve problems given liquid volumes in the same units (liters or milliliters).	Use subtraction to solve.	
3	MD	Measurement and Data	Solve one-step word problems involving liquid volume.	Solve problems given liquid volumes in the same units (liters or milliliters).	Use mulitplication to solve.	
3	MD	Measurement and Data	Solve one-step word problems involving liquid volume.	Solve problems given liquid volumes in the same units (liters or milliliters).	Use division to solve.	
3	MD	Measurement and Data	Solve one-step word problems involving mass.	Solve problems given masses in the same units (grams or kilograms).	Use drawings to represent masses in the problem.	
3	MD	Measurement and Data	Solve one-step word problems involving mass.	Solve problems given masses in the same units (grams or kilograms).	Use addition to solve.	
3	MD	Measurement and Data	Solve one-step word problems involving mass.	Solve problems given masses in the same units (grams or kilograms).	Use subtraction to solve.	
3	MD	Measurement and Data	Solve one-step word problems involving mass.	Solve problems given masses in the same units (grams or kilograms).	Use mulitplication to solve.	
3	MD	Measurement and Data	Solve one-step word problems involving mass.	Solve problems given masses in the same units (grams or kilograms).	Use division to solve.	
3	MD	Measurement and Data	Represent and interpret data.	Interpret data in a frequency table with several categories.	Tell which category has the most data points.	
3	MD	Measurement and Data	Represent and interpret data.	Interpret data in a frequency table with several categories.	Tell which category has the least data points.	
3	MD	Measurement and Data	Represent and interpret data.	Interpret data in a frequency table with several categories.	Tell how many more or fewer data points there are in one category than another.	
3	MD	Measurement and Data	Represent and interpret data.	Interpret data in a frequency table with several categories.	Ask and answer questions about data in a frequency table.	
3	MD	Measurement and Data	Represent and interpret data.	Interpret data in a scaled picture graph with several categories.	Tell the value of one symbol.	
3	MD	Measurement and Data	Represent and interpret data.	Interpret data in a scaled picture graph with several categories.	Tell the value of a half-symbol.	Full symbol must represent an even number.
3	MD	Measurement and Data	Represent and interpret data.	Interpret data in a scaled picture graph with several categories.	Tell how many data points are in a category.	
3	MD	Measurement and Data	Represent and interpret data.	Interpret data in a scaled picture graph with several categories.	Tell how many more data points there are in one category than another.	
3	MD	Measurement and Data	Represent and interpret data.	Interpret data in a scaled picture graph with several categories.	Tell how many fewer data points there are in one category than another.	
3	MD	Measurement and Data	Represent and interpret data.	Interpret data in a scaled picture graph with several categories.	Ask and answer questions about data in a scaled picture graph.	
3	MD	Measurement and Data	Represent and interpret data.	Interpret data in a scaled bar graph with several categories.	Tell how many data points each grid line represents.	
3	MD	Measurement and Data	Represent and interpret data.	Interpret data in a scaled bar graph with several categories.	Tell how many data points are in a category when the bar ends on a grid line.	
3	MD	Measurement and Data	Represent and interpret data.	Interpret data in a scaled bar graph with several categories.	Tell how many data points are in a category when the bar ends halfway between two grid lines.	
3	MD	Measurement and Data	Represent and interpret data.	Interpret data in a scaled bar graph with several categories.	Tell how many more data points there are in one category than another.	
3	MD	Measurement and Data	Represent and interpret data.	Interpret data in a scaled bar graph with several categories.	Tell how many fewer data points there are in one category than another.	
3	MD	Measurement and Data	Represent and interpret data.	Interpret data in a scaled bar graph with several categories.	Ask and answer questions about data in a scaled bar graph.	
3	MD	Measurement and Data	Represent and interpret data.	Represent data with several categories.	Represent data in a frequency table.	
3	MD	Measurement and Data	Represent and interpret data.	Represent data with several categories.	Use a frequency table to make a picture graph.	
3	MD	Measurement and Data	Represent and interpret data.	Represent data with several categories.	Choose a value for the symbol to make a picture graph.	
3	MD	Measurement and Data	Represent and interpret data.	Represent data with several categories.	Represent data in a scaled picture graph.	
3	MD	Measurement and Data	Represent and interpret data.	Represent data with several categories.	Use a frequency table to make a bar graph.	
3	MD	Measurement and Data	Represent and interpret data.	Represent data with several categories.	Choose a value for the scale increments to make a bar graph.	
3	MD	Measurement and Data	Represent and interpret data.	Represent data with several categories.	Represent data in a scaled bar graph.	
3	MD	Measurement and Data	Represent and interpret data.	Represent measurement data.	Use a table to record data in a tally chart.	
3	MD	Measurement and Data	Represent and interpret data.	Represent measurement data.	Choose a value for the scale increments to make a line plot.	
3	MD	Measurement and Data	Represent and interpret data.	Represent measurement data.	Use a table to record measurement data in a scaled line plot.	
3	MD	Measurement and Data	Represent and interpret data.	Represent measurement data.	Record measurement data in a scaled line plot.	
3	MD	Measurement and Data	Represent and interpret data.	Generate measurement data.	Measure the lengths of several objects to the nearest half inch.	
3	MD	Measurement and Data	Represent and interpret data.	Generate measurement data.	Measure the lengths of several objects to the nearest quarter inch.	
3	MD	Measurement and Data	Represent and interpret data.	Interpret data in a scaled line plot.	Tell which measure is most common.	
3	MD	Measurement and Data	Represent and interpret data.	Interpret data in a scaled line plot.	Tell how many data points there are for one measure.	
3	MD	Measurement and Data	Represent and interpret data.	Interpret data in a scaled line plot.	Tell how many more or fewer data points there are for one measure than another.	
3	MD	Measurement and Data	Represent and interpret data.	Interpret data in a scaled line plot.	Tell which measure is greatest.	
3	MD	Measurement and Data	Represent and interpret data.	Interpret data in a scaled line plot.	Tell which measure is least.	
3	MD	Measurement and Data	Represent and interpret data.	Interpret data in a scaled line plot.	Compare the least and the greatest measures.	
3	MD	Measurement and Data	Represent and interpret data.	Interpret data in a scaled line plot.	Tell how many more or fewer data points there are than a given measure.	
3	MD	Measurement and Data	Represent and interpret data.	Interpret data in a scaled line plot.	Ask and answer questions about data in a line plot.	
3	MD	Geometric Measurement	Understand concepts of area.	Find areas of shapes using unit squares.	Count the number of unit squares that cover a shape.	
3	MD	Geometric Measurement	Understand concepts of area.	Find areas of shapes using unit squares.	Tell the area of a shape in square units.	
3	MD	Geometric Measurement	Understand concepts of area.	Find areas of shapes using unit squares.	Identify the standard unit a unit square represents. 	Standard units: square inches, square feet, square centimeters, square meters
3	MD	Geometric Measurement	Understand concepts of area.	Find areas of shapes using unit squares.	Tell the area of a shape in standard units.	
3	MD	Geometric Measurement	Relate area to multiplication and addition.	Find areas of rectangles using unit squares and multiplication.	Count unit squares to find the side lengths of a rectangle.	
3	MD	Geometric Measurement	Relate area to multiplication and addition.	Find areas of rectangles using unit squares and multiplication.	Use repeated addition to find the area of a rectangle in standard units.	
3	MD	Geometric Measurement	Relate area to multiplication and addition.	Find areas of rectangles using unit squares and multiplication.	Multiply to find the area of a rectangle in standard units.	one-digit whole-number side lengths
3	MD	Geometric Measurement	Relate area to multiplication and addition.	Find areas of rectangles using unit squares and multiplication.	Use unit squares to show why the area of a rectangle can be found by multiplying side lengths.	
3	MD	Geometric Measurement	Relate area to multiplication and addition.	Find areas of rectangles using unit squares and multiplication.	Use unit squares to show why the area of a rectangle can be found using the Distributive Property.	
3	MD	Geometric Measurement	Relate area to multiplication and addition.	Find areas of rectangles using unit squares and multiplication.	Break apart a larger rectangle into two smaller rectangles to show the Distributive Property.	
3	MD	Geometric Measurement	Relate area to multiplication and addition.	Find areas of rectangles using unit squares and multiplication.	Use the Distributive Property to find the area of a rectangle in standard units.	
3	MD	Geometric Measurement	Relate area to multiplication and addition.	Find areas of rectilinear shapes.	Decompose a figure into two or more non-overlapping rectangles.	
3	MD	Geometric Measurement	Relate area to multiplication and addition.	Find areas of rectilinear shapes.	Count unit squares or multiply to find the area of each decomposed rectangle.	
3	MD	Geometric Measurement	Relate area to multiplication and addition.	Find areas of rectilinear shapes.	Add the areas of each decomposed rectangle to find the total area of the shape.	
3	MD	Geometric Measurement	Understand concepts of perimeter.	Find perimeters of shapes using unit squares.	Count the number of units around a figure in a grid.	
3	MD	Geometric Measurement	Understand concepts of perimeter.	Find perimeters of shapes using unit squares.	Identify the standard unit represented by the side length of a unit square.	
3	MD	Geometric Measurement	Understand concepts of perimeter.	Find perimeters of shapes using unit squares.	Tell the perimeter of a shape in standard units.	Standard units: inches, feet, centimeters, meters
3	MD	Geometric Measurement	Understand concepts of perimeter.	Find perimeters of polygons.	Add the side lengths to find the perimeter of a polygon.	
3	MD	Geometric Measurement	Understand concepts of perimeter.	Find perimeters of polygons.	Use multiplication and addition to find the perimeter of a rectangle.	
3	MD	Geometric Measurement	Understand concepts of perimeter.	Find perimeters of polygons.	Find the perimeter of a polygon in standard units.	
3	MD	Geometric Measurement	Understand concepts of perimeter.	Find perimeters of polygons.	Find an unknown side length of a polygon given its perimeter.	
3	MD	Geometric Measurement	Understand concepts of perimeter.	Find perimeters of polygons.	Find the side lengths of a regular polygon given its perimeter.	
3	MD	Geometric Measurement	Understand concepts of perimeter.	Find perimeters of polygons.	Solve word problems involving perimeters of polygons.	
3	MD	Geometric Measurement	Relate perimeter and area.	Compare rectangles that have the same perimeter.	Find the perimeter and the area of a given rectangle.	
3	MD	Geometric Measurement	Relate perimeter and area.	Compare rectangles that have the same perimeter.	Draw a different rectangle that has the same perimeter as the given rectangle.	
3	MD	Geometric Measurement	Relate perimeter and area.	Compare rectangles that have the same perimeter.	Compare the areas of two rectangles that have the same perimeter.	
3	MD	Geometric Measurement	Relate perimeter and area.	Compare rectangles that have the same area.	Find the area and the perimeter of a given rectangle.	
3	MD	Geometric Measurement	Relate perimeter and area.	Compare rectangles that have the same area.	Draw a different rectangle that has the same area as the given rectangle.	
3	MD	Geometric Measurement	Relate perimeter and area.	Compare rectangles that have the same area.	Compare the perimeters of two rectangles that have the same area.	
3	MD	Geometric Measurement	Relate perimeter and area.	Solve word problems involving perimeter and area of rectangles.	Find the greatest possible area.	
3	MD	Geometric Measurement	Relate perimeter and area.	Solve word problems involving perimeter and area of rectangles.	Find the least possible perimeter.	
3	G	Geometry	Reason with shapes and their attributes.	Identify attributes of polygons.	Identify the number of right angles in a polygon.	
3	G	Geometry	Reason with shapes and their attributes.	Identify attributes of polygons.	Identify the number of pairs of parallel sides in a polygon.	
3	G	Geometry	Reason with shapes and their attributes.	Identify quadrilaterals.	Identify a quadrilateral.	
3	G	Geometry	Reason with shapes and their attributes.	Identify quadrilaterals.	Identify a trapezoid.	
3	G	Geometry	Reason with shapes and their attributes.	Identify quadrilaterals.	Identify a parallelogram.	
3	G	Geometry	Reason with shapes and their attributes.	Identify quadrilaterals.	Identify a rectangle.	
3	G	Geometry	Reason with shapes and their attributes.	Identify quadrilaterals.	Identify a rhombus	
3	G	Geometry	Reason with shapes and their attributes.	Identify quadrilaterals.	Identify a square.	
3	G	Geometry	Reason with shapes and their attributes.	Identify quadrilaterals.	Identify all of the names for a given quadrilateral.	
3	G	Geometry	Reason with shapes and their attributes.	Identify quadrilaterals.	Identify attributes of a trapezoid (exactly 1 pair of parallel sides).	This is the exclusive definition of trapezoid. Some states use the inclusive definition (at least one pair of parallel sides).
3	G	Geometry	Reason with shapes and their attributes.	Identify quadrilaterals.	Identify attributes of a parallelogram (2 pairs of parallel sides).	
3	G	Geometry	Reason with shapes and their attributes.	Identify quadrilaterals.	Identify attributes of a rectangle (2 pairs of parallel sides, 4 right angles).	
3	G	Geometry	Reason with shapes and their attributes.	Identify quadrilaterals.	Identify attributes of a rhombus (2 pairs of parallel sides, 4 equal sides).	
3	G	Geometry	Reason with shapes and their attributes.	Identify quadrilaterals.	Identify attributes of a square (2 pairs of parallel sides, 4 equal sides 4 right angles).	
3	G	Geometry	Reason with shapes and their attributes.	Identify quadrilaterals.	Identify all of the quadrilaterals that have a given attribute.	
3	G	Geometry	Reason with shapes and their attributes.	Compare groups of quadrilaterals.	Tell how two types of quadrilaterals are alike.	
3	G	Geometry	Reason with shapes and their attributes.	Compare groups of quadrilaterals.	Tell how two types of quadrilaterals are different.	
3	G	Geometry	Reason with shapes and their attributes.	Compare groups of quadrilaterals.	Use one or more names to classify all of the quadrilaterals in two sub-groups.	
3	G	Geometry	Reason with shapes and their attributes.	Compare groups of quadrilaterals.	Sort a group of quadrilaterals by shape.	
3	G	Geometry	Reason with shapes and their attributes.	Compare groups of quadrilaterals.	Explain why a quadrilateral does not belong to a given subcategory.	
3	G	Geometry	Reason with shapes and their attributes.	Use a grid to draw quadrilaterals.	Draw a trapezoid.	
3	G	Geometry	Reason with shapes and their attributes.	Use a grid to draw quadrilaterals.	Draw a parallelogram.	
3	G	Geometry	Reason with shapes and their attributes.	Use a grid to draw quadrilaterals.	Draw a rectangle.	
3	G	Geometry	Reason with shapes and their attributes.	Use a grid to draw quadrilaterals.	Draw a rhombus	
3	G	Geometry	Reason with shapes and their attributes.	Use a grid to draw quadrilaterals.	Draw a square.	
3	G	Geometry	Reason with shapes and their attributes.	Use a grid to draw quadrilaterals.	Draw a quadrilateral with a given attribute and name it.	
3	G	Geometry	Reason with shapes and their attributes.	Use a grid to draw quadrilaterals.	Draw a quadrilateral that does not belong to a given subcategory.	
3	G	Geometry	Reason with shapes and their attributes.	Partition two-dimensional shapes.	Partition a shape into 2 equal parts.	
3	G	Geometry	Reason with shapes and their attributes.	Partition two-dimensional shapes.	Partition a shape into 3 equal parts.	
3	G	Geometry	Reason with shapes and their attributes.	Partition two-dimensional shapes.	Partition a shape into 4 equal parts.	
3	G	Geometry	Reason with shapes and their attributes.	Partition two-dimensional shapes.	Partition a shape into 6 equal parts.	
3	G	Geometry	Reason with shapes and their attributes.	Partition two-dimensional shapes.	Partition a shape into 8 equal parts.	
3	G	Geometry	Reason with shapes and their attributes.	Partition two-dimensional shapes.	Identify 1 part of a shape divided into 2 equal parts as 1/2.	
3	G	Geometry	Reason with shapes and their attributes.	Partition two-dimensional shapes.	Identify 1 part of a shape divided into 3 equal parts as 1/3.	
3	G	Geometry	Reason with shapes and their attributes.	Partition two-dimensional shapes.	Identify 1 part of a shape divided into 4 equal parts as 1/4.	
3	G	Geometry	Reason with shapes and their attributes.	Partition two-dimensional shapes.	Identify 1 part of a shape divided into 6 equal parts as 1/6.	
3	G	Geometry	Reason with shapes and their attributes.	Partition two-dimensional shapes.	Identify 1 part of a shape divided into 8 equal parts as 1/8.	
</xml>
